Order Id,shipping date (DateOrders),Shipping Mode,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Latitude,Longitude,Order City,Order Country,Order State
67246,2017-09-10 14:55:00,Standard Class,2,4,Advance shipping,0,40.88479996,-73.86613464,Brescia,Italia,Lombardía
46677,2016-11-15 08:40:00,Standard Class,3,4,Advance shipping,0,33.9956665,-117.8156967,Bacau,Rumania,Bacau
16107,2015-08-27 02:38:00,Standard Class,3,4,Advance shipping,0,41.36125946,-82.11012268,Pantin,Francia,Isla de Francia
11305,2015-06-21 00:17:00,Standard Class,6,4,Late delivery,1,40.88479996,-73.86613464,Bologna,Italia,Emilia-Romaña
15228,2015-08-15 06:41:00,Standard Class,4,4,Shipping on time,0,29.71482086,-95.51293945,Berlín,Alemania,Berlín
16852,2015-09-06 23:39:00,Standard Class,3,4,Advance shipping,0,33.69957733,-118.0218811,Kotka,Finlandia,Kymenlaakso
64892,2017-08-08 06:12:00,Standard Class,3,4,Advance shipping,0,37.63788986,-122.0765686,Ulm,Alemania,Baden-Wurtemberg
47199,2016-11-24 23:33:00,Standard Class,5,4,Late delivery,1,43.01760483,-87.9546051,Opole,Polonia,Opole
15042,2015-08-11 13:31:00,Standard Class,3,4,Advance shipping,0,40.77758408,-74.2411499,Estocolmo,Suecia,Estocolmo
62527,2017-07-04 17:38:00,Standard Class,3,4,Advance shipping,0,33.94185257,-84.08663178,Sarcelles,Francia,Isla de Francia
62197,2017-06-29 22:01:00,Standard Class,3,4,Advance shipping,0,41.7712059,-72.52085114,Oosterhout,Países Bajos,Brabante Septentrional
11745,2015-06-27 10:26:00,Standard Class,6,4,Late delivery,1,40.77700424,-73.31974793,Bari,Italia,Apulia
19702,2015-10-18 14:08:00,Standard Class,3,4,Advance shipping,0,34.02830887,-117.9406891,Berlín,Alemania,Berlín
68428,2017-09-29 21:01:00,Standard Class,4,4,Shipping on time,0,41.63562393,-70.93080139,Magdeburg,Alemania,Sajonia-Anhalt
64065,2017-07-30 04:28:00,Standard Class,6,4,Late delivery,1,34.15971375,-118.4632416,Madrid,España,Madrid
61612,2017-06-21 09:04:00,Standard Class,3,4,Advance shipping,0,34.50935745,-117.3302917,Heilbronn,Alemania,Baden-Wurtemberg
64612,2017-08-04 04:06:00,Standard Class,3,4,Advance shipping,0,37.53337097,-77.41979218,Roissy-en-Brie,Francia,Isla de Francia
66458,2017-09-01 02:50:00,Standard Class,4,4,Shipping on time,0,38.80710983,-90.29780579,Bari,Italia,Apulia
65015,2017-08-13 01:18:00,Standard Class,6,4,Late delivery,1,39.29141998,-76.51338959,Berlín,Alemania,Berlín
61997,2017-06-26 23:57:00,Standard Class,3,4,Advance shipping,0,30.19924736,-81.72353363,Aulnay-sous-Bois,Francia,Isla de Francia
19702,2015-10-18 14:08:00,Standard Class,3,4,Advance shipping,0,34.02830887,-117.9406891,Berlín,Alemania,Berlín
11554,2015-06-23 15:31:00,Standard Class,5,4,Late delivery,1,42.9666214,-78.74194336,Stuttgart,Alemania,Baden-Wurtemberg
45750,2016-11-04 19:54:00,Standard Class,6,4,Late delivery,1,25.74613953,-80.39176178,Khmelnytskyi,Ucrania,Khmelnytskyi
61826,2017-06-23 12:03:00,Standard Class,2,4,Advance shipping,0,37.32278061,-122.062912,Vigneux-sur-Seine,Francia,Isla de Francia
11529,2015-06-23 06:46:00,Standard Class,5,4,Late delivery,1,39.522995,-104.9482193,Marbella,España,Andalucía
64054,2017-07-29 00:37:00,Standard Class,5,4,Late delivery,1,28.71162415,-100.4991837,Viena,Austria,Viena
14474,2015-08-05 06:32:00,Standard Class,5,4,Late delivery,1,33.0895195,-117.2552032,Hamburgo,Alemania,Hamburgo
67988,2017-09-23 10:52:00,Standard Class,4,4,Shipping on time,0,33.95330429,-117.3878937,Palermo,Italia,Sicilia
11948,2015-06-28 09:33:00,Standard Class,4,4,Shipping on time,0,33.13012314,-117.0898895,Recklinghausen,Alemania,Renania del Norte-Westfalia
16107,2015-08-27 02:38:00,Standard Class,3,4,Advance shipping,0,41.36125946,-82.11012268,Pantin,Francia,Isla de Francia
15380,2015-08-19 11:56:00,Standard Class,6,4,Late delivery,1,33.71007919,-84.11247253,Stockton-on-Tees,Reino Unido,Inglaterra
10814,2015-06-12 20:16:00,Standard Class,5,4,Late delivery,1,34.09395981,-117.4498901,Cerignola,Italia,Apulia
14179,2015-07-31 23:11:00,Standard Class,5,4,Late delivery,1,38.58180618,-90.5594635,Clamart,Francia,Isla de Francia
15819,2015-08-24 21:45:00,Standard Class,5,4,Late delivery,1,40.6416893,-74.01692963,Veenendaal,Países Bajos,Utrecht
13179,2015-07-17 08:50:00,Standard Class,5,4,Late delivery,1,40.21395493,-77.18697357,Gloucester,Reino Unido,Inglaterra
68700,2017-10-05 20:19:00,Standard Class,6,4,Late delivery,1,29.58674431,-97.98742676,Carpi,Italia,Emilia-Romaña
17814,2015-09-23 00:41:00,Standard Class,5,4,Late delivery,1,38.78551102,-90.48577881,Fontenay-aux-Roses,Francia,Isla de Francia
18926,2015-10-06 06:16:00,Standard Class,2,4,Advance shipping,0,42.33480835,-74.93064117,Carcassonne,Francia,Languedoc-Rosellón-Mediodía-Pirineos
65050,2017-08-13 13:33:00,Standard Class,6,4,Late delivery,1,43.09559631,-89.35118866,Frankfurt,Alemania,Hesse
15042,2015-08-11 13:31:00,Standard Class,3,4,Advance shipping,0,40.77758408,-74.2411499,Estocolmo,Suecia,Estocolmo
18923,2015-10-08 05:13:00,Standard Class,4,4,Shipping on time,0,36.0839386,-115.1725845,Dublín,Irlanda,Dublín
66760,2017-09-07 12:39:00,Standard Class,6,4,Late delivery,1,35.06517029,-106.6699524,Miramas,Francia,Provenza-Alpes-Costa Azul
12075,2015-07-02 06:03:00,Standard Class,6,4,Late delivery,1,32.96281815,-80.01170349,Garbsen,Alemania,Baja Sajonia
19122,2015-10-10 02:56:00,Standard Class,3,4,Advance shipping,0,33.0895195,-117.2552032,Barcelona,España,Cataluña
11636,2015-06-21 20:15:00,Standard Class,2,4,Advance shipping,0,28.03951073,-82.46056366,Palermo,Italia,Sicilia
63920,2017-07-28 01:40:00,Standard Class,6,4,Late delivery,1,40.73097992,-74.22322846,Toulouse,Francia,Languedoc-Rosellón-Mediodía-Pirineos
12075,2015-07-02 06:03:00,Standard Class,6,4,Late delivery,1,32.96281815,-80.01170349,Garbsen,Alemania,Baja Sajonia
63182,2017-07-14 07:07:00,Standard Class,3,4,Advance shipping,0,34.07656479,-117.61409,Argenteuil,Francia,Isla de Francia
65582,2017-08-18 07:56:00,Standard Class,3,4,Advance shipping,0,40.87416458,-73.8703537,Dreux,Francia,Centro-Valle de Loira
68804,2017-10-06 08:45:00,Standard Class,5,4,Late delivery,1,26.19762421,-98.19145203,Berlín,Alemania,Berlín
42739,2016-09-20 21:01:00,Standard Class,5,4,Late delivery,1,40.92575073,-73.87052155,Mazyr,Bielorrusia,Gómel
11558,2015-06-22 16:55:00,Standard Class,4,4,Shipping on time,0,34.19438171,-118.1662979,Sandnes,Noruega,Rogaland
10759,2015-06-12 01:00:00,Standard Class,5,4,Late delivery,1,21.28647041,-157.7978058,Castrop-Rauxel,Alemania,Renania del Norte-Westfalia
47429,2016-11-28 08:08:00,Standard Class,5,4,Late delivery,1,26.19762421,-98.19145203,Rijeka,Croacia,Primorje-Gorski Kotar
19775,2015-10-22 15:42:00,Standard Class,6,4,Late delivery,1,34.20909119,-118.5710068,London,Reino Unido,Inglaterra
66887,2017-09-06 09:08:00,Standard Class,3,4,Advance shipping,0,26.28325081,-80.09656525,Catania,Italia,Sicilia
15655,2015-08-23 12:17:00,Standard Class,6,4,Late delivery,1,39.95420075,-82.8127594,Barcelona,España,Cataluña
18019,2015-09-26 00:30:00,Standard Class,5,4,Late delivery,1,42.38851166,-83.0442276,Celle,Alemania,Baja Sajonia
15152,2015-08-13 04:04:00,Standard Class,3,4,Advance shipping,0,41.72460938,-88.0645752,Florence,Italia,Toscana
14363,2015-08-02 15:38:00,Standard Class,4,4,Shipping on time,0,34.69703293,-118.0883026,La Teste-de-Buch,Francia,Aquitania-Lemosín-Poitou-Charentes
17520,2015-09-19 17:41:00,Standard Class,6,4,Late delivery,1,37.58462524,-122.0175552,Hanover,Alemania,Baja Sajonia
15979,2015-08-27 05:48:00,Standard Class,5,4,Late delivery,1,41.13618469,-81.73908234,Cologne,Alemania,Renania del Norte-Westfalia
12158,2015-07-01 11:08:00,Standard Class,4,4,Shipping on time,0,26.15128136,-80.21017456,Tarbes,Francia,Languedoc-Rosellón-Mediodía-Pirineos
63170,2017-07-17 02:54:00,Standard Class,6,4,Late delivery,1,34.42950821,-116.9525146,Pessac,Francia,Aquitania-Lemosín-Poitou-Charentes
11885,2015-06-29 11:29:00,Standard Class,6,4,Late delivery,1,34.20995331,-118.4617996,Bayeux,Francia,Normandía
64612,2017-08-04 04:06:00,Standard Class,3,4,Advance shipping,0,37.53337097,-77.41979218,Roissy-en-Brie,Francia,Isla de Francia
12529,2015-07-07 21:06:00,Standard Class,5,4,Late delivery,1,42.4993248,-82.93652344,Bochum,Alemania,Renania del Norte-Westfalia
62130,2017-07-01 22:33:00,Standard Class,6,4,Late delivery,1,35.85791779,-90.65527344,Ronchin,Francia,Norte-Paso de Calais-Picardía
65701,2017-08-19 01:38:00,Standard Class,2,4,Advance shipping,0,38.41569519,-121.4185638,Carlisle,Reino Unido,Inglaterra
65965,2017-08-26 22:07:00,Standard Class,6,4,Late delivery,1,30.49506187,-84.24580383,Toulouse,Francia,Languedoc-Rosellón-Mediodía-Pirineos
50835,2017-01-18 01:24:00,Standard Class,6,4,Late delivery,1,33.22548676,-117.3070679,Kaunas,Lituania,Kaunas
63546,2017-07-18 14:38:00,Standard Class,2,4,Advance shipping,0,36.24799728,-115.0415192,Birmingham,Reino Unido,Inglaterra
15524,2015-08-20 14:23:00,Standard Class,5,4,Late delivery,1,39.45430374,-75.26563263,Rugby,Reino Unido,Inglaterra
48595,2016-12-16 08:38:00,Standard Class,6,4,Late delivery,1,33.86329651,-117.9716263,Vínnytsia,Ucrania,Vínnytsia
46306,2016-11-08 22:42:00,Standard Class,2,4,Advance shipping,0,40.87142944,-73.87063599,Kashira,Rusia,Moscú
66669,2017-09-05 04:46:00,Standard Class,5,4,Late delivery,1,41.6280365,-70.92701721,Derby,Reino Unido,Inglaterra
15487,2015-08-18 01:26:00,Standard Class,3,4,Advance shipping,0,33.04647064,-117.2896729,Mulhouse,Francia,Alsacia-Champaña-Ardenas-Lorena
66489,2017-09-02 13:42:00,Standard Class,5,4,Late delivery,1,33.10355759,-117.2678757,Crewe,Reino Unido,Inglaterra
66001,2017-08-23 10:44:00,Standard Class,2,4,Advance shipping,0,34.03489304,-118.0805359,Dormagen,Alemania,Renania del Norte-Westfalia
10759,2015-06-12 01:00:00,Standard Class,5,4,Late delivery,1,21.28647041,-157.7978058,Castrop-Rauxel,Alemania,Renania del Norte-Westfalia
47199,2016-11-24 23:33:00,Standard Class,5,4,Late delivery,1,43.01760483,-87.9546051,Opole,Polonia,Opole
15819,2015-08-24 21:45:00,Standard Class,5,4,Late delivery,1,40.6416893,-74.01692963,Veenendaal,Países Bajos,Utrecht
14482,2015-08-03 09:20:00,Standard Class,3,4,Advance shipping,0,37.80408478,-122.4188538,Zeist,Países Bajos,Utrecht
15029,2015-08-13 08:58:00,Standard Class,5,4,Late delivery,1,33.52104187,-82.04935455,Ginebra,Suiza,Ginebra
15803,2015-08-23 16:08:00,Standard Class,4,4,Shipping on time,0,42.0731163,-87.85407257,Rambouillet,Francia,Isla de Francia
11851,2015-06-24 23:34:00,Standard Class,2,4,Advance shipping,0,41.91740036,-87.68401337,Mulhouse,Francia,Alsacia-Champaña-Ardenas-Lorena
64369,2017-08-02 14:58:00,Standard Class,5,4,Late delivery,1,33.40329361,-111.9140549,Gera,Alemania,Turingia
63792,2017-07-23 04:49:00,Standard Class,3,4,Advance shipping,0,40.65486527,-73.58707428,Mantes-la-Ville,Francia,Isla de Francia
67806,2017-09-18 19:06:00,Standard Class,2,4,Advance shipping,0,37.26375961,-121.8059616,Glasgow,Reino Unido,Escocia
18036,2015-09-23 06:27:00,Standard Class,2,4,Advance shipping,0,34.80184555,-81.09809113,Burgos,España,Castilla y León
18482,2015-09-30 18:43:00,Standard Class,3,4,Advance shipping,0,43.21662521,-75.45603943,Bebington,Reino Unido,Inglaterra
11636,2015-06-21 20:15:00,Standard Class,2,4,Advance shipping,0,28.03951073,-82.46056366,Palermo,Italia,Sicilia
62470,2017-07-06 21:40:00,Standard Class,6,4,Late delivery,1,33.88656235,-117.9215698,Novara,Italia,Piamonte
63377,2017-07-17 03:26:00,Standard Class,3,4,Advance shipping,0,33.95993424,-118.3780823,Munich,Alemania,Bavaria
45455,2016-10-31 12:33:00,Standard Class,6,4,Late delivery,1,41.6280365,-70.92701721,Angarsk,Rusia,Irkutsk
43964,2016-10-08 18:11:00,Standard Class,5,4,Late delivery,1,32.15084076,-111.0030136,Ploiesti,Rumania,Prahova
63999,2017-07-28 05:21:00,Standard Class,5,4,Late delivery,1,30.35012245,-97.69873047,London,Reino Unido,Inglaterra
16557,2015-09-02 16:18:00,Standard Class,3,4,Advance shipping,0,33.59082031,-111.9261398,Loughborough,Reino Unido,Inglaterra
16955,2015-09-11 11:44:00,Standard Class,6,4,Late delivery,1,33.98527527,-117.3377075,London,Reino Unido,Inglaterra
11558,2015-06-22 16:55:00,Standard Class,4,4,Shipping on time,0,34.19438171,-118.1662979,Sandnes,Noruega,Rogaland
14210,2015-08-02 10:02:00,Standard Class,6,4,Shipping canceled,0,36.97051239,-122.0238266,Halle,Alemania,Renania del Norte-Westfalia
61848,2017-06-25 19:45:00,Standard Class,4,4,Shipping canceled,0,45.35498428,-122.6026993,Deuil-la-Barre,Francia,Isla de Francia
16811,2015-09-05 09:17:00,Standard Class,2,4,Shipping canceled,0,32.71303558,-96.69631958,Leeds,Reino Unido,Inglaterra
62419,2017-07-05 03:48:00,Standard Class,5,4,Shipping canceled,0,33.13901901,-117.0928192,Hamburgo,Alemania,Hamburgo
66636,2017-09-01 17:12:00,Standard Class,2,4,Shipping canceled,0,42.9422493,-78.89958954,Bordeaux,Francia,Aquitania-Lemosín-Poitou-Charentes
43551,2016-09-29 17:30:00,Standard Class,2,4,Shipping canceled,0,38.82551575,-77.21334839,Járkov,Ucrania,Járkov
16459,2015-09-03 05:58:00,Standard Class,5,4,Shipping canceled,0,35.06880951,-89.9284668,Tarragona,España,Cataluña
16075,2015-08-29 15:26:00,Standard Class,6,4,Shipping canceled,0,41.86656189,-88.10800171,Pontivy,Francia,Bretaña
18617,2015-10-02 18:00:00,Standard Class,3,4,Shipping canceled,0,33.03203583,-96.84355927,Hartlepool,Reino Unido,Inglaterra
17436,2015-09-14 12:15:00,Standard Class,2,4,Shipping canceled,0,40.49956513,-74.44915009,Brindisi,Italia,Apulia
19540,2015-10-19 05:22:00,Standard Class,6,4,Shipping canceled,0,25.73170471,-80.30670166,Rome,Italia,Lacio
65827,2017-08-21 21:46:00,Standard Class,3,4,Shipping canceled,0,46.81184387,-100.7877197,Cheltenham,Reino Unido,Inglaterra
13521,2015-07-19 08:39:00,Standard Class,2,4,Shipping canceled,0,36.70524979,-76.2432785,Viena,Austria,Viena
17436,2015-09-14 12:15:00,Standard Class,2,4,Shipping canceled,0,40.49956513,-74.44915009,Brindisi,Italia,Apulia
64211,2017-07-28 07:37:00,Standard Class,2,4,Shipping canceled,0,39.95728302,-74.19393158,Zamora,España,Castilla y León
43551,2016-09-29 17:30:00,Standard Class,2,4,Shipping canceled,0,38.82551575,-77.21334839,Járkov,Ucrania,Járkov
68111,2017-09-23 05:58:00,Standard Class,2,4,Shipping canceled,0,34.04621506,-118.1860352,Villenave-d'Ornon,Francia,Aquitania-Lemosín-Poitou-Charentes
62596,2017-07-04 17:49:00,Standard Class,2,4,Shipping canceled,0,33.23309708,-117.2240524,Le Plessis-Robinson,Francia,Isla de Francia
16811,2015-09-05 09:17:00,Standard Class,2,4,Shipping canceled,0,32.71303558,-96.69631958,Leeds,Reino Unido,Inglaterra
15278,2015-08-16 00:12:00,Standard Class,4,4,Shipping canceled,0,42.17568588,-88.37289429,Roanne,Francia,Auvernia-Ródano-Alpes
19327,2015-10-13 02:45:00,Standard Class,3,4,Shipping canceled,0,39.49591446,-98.98998261,Fontenay-aux-Roses,Francia,Isla de Francia
17104,2015-09-12 15:56:00,Standard Class,5,4,Shipping canceled,0,40.03124619,-75.18191528,Barcelona,España,Cataluña
17436,2015-09-14 12:15:00,Standard Class,2,4,Shipping canceled,0,40.49956513,-74.44915009,Brindisi,Italia,Apulia
2887,2015-02-15 03:05:00,Standard Class,3,4,Shipping canceled,0,34.49317551,-118.2203522,San Miguelito,Panamá,Panamá
1186,2015-01-20 07:09:00,Standard Class,2,4,Shipping canceled,0,41.89491653,-87.76180267,Tepic,México,Nayarit
8488,2015-05-08 21:22:00,Standard Class,4,4,Shipping canceled,0,42.41482544,-82.9394455,Posadas,Argentina,Misiones
55000,2017-03-19 20:35:00,Standard Class,6,4,Shipping canceled,0,37.37883377,-121.8303375,Culiacán,México,Sinaloa
55201,2017-03-18 19:01:00,Standard Class,2,4,Shipping canceled,0,33.9172287,-84.47109222,Panama City,Panamá,Panamá
1186,2015-01-20 07:09:00,Standard Class,2,4,Shipping canceled,0,41.89491653,-87.76180267,Tepic,México,Nayarit
1383,2015-01-25 04:10:00,Standard Class,4,4,Shipping canceled,0,40.56959915,-89.64508057,Santana de Parnaíba,Brasil,São Paulo
53581,2017-02-23 03:27:00,Standard Class,2,4,Shipping canceled,0,33.96364975,-118.2096863,Bogotá,Colombia,Bogotá
1383,2015-01-25 04:10:00,Standard Class,4,4,Shipping canceled,0,40.56959915,-89.64508057,Santana de Parnaíba,Brasil,São Paulo
57479,2017-04-24 01:06:00,Standard Class,5,4,Shipping canceled,0,32.76312256,-96.69212341,Cienfuegos,Cuba,Cienfuegos
738,2015-01-15 18:12:00,Standard Class,4,4,Shipping canceled,0,34.43691254,-118.4601517,São Bernardo do Campo,Brasil,São Paulo
56476,2017-04-06 09:42:00,Standard Class,2,4,Shipping canceled,0,40.02439499,-86.44609833,Birigui,Brasil,São Paulo
8488,2015-05-08 21:22:00,Standard Class,4,4,Shipping canceled,0,42.41482544,-82.9394455,Posadas,Argentina,Misiones
24271,2015-12-23 06:51:00,Standard Class,2,4,Advance shipping,0,18.26233292,-66.37054443,Surabaya,Indonesia,Java Oriental
42777,2016-09-19 10:20:00,Standard Class,3,4,Advance shipping,0,18.22725487,-66.37063599,Mersin,Turquía,Mersin
22298,2015-11-26 11:37:00,Standard Class,4,4,Shipping on time,0,18.28088379,-66.37056732,Kathmandu,Nepal,Central
43739,2016-10-05 11:22:00,Standard Class,5,4,Late delivery,1,18.22618675,-66.3706131,Denizli,Turquía,Denizli
24594,2015-12-31 00:01:00,Standard Class,5,4,Late delivery,1,18.20584297,-66.37059784,Newcastle,Australia,Nueva Gales del Sur
30802,2016-03-28 14:57:00,Standard Class,3,4,Advance shipping,0,18.23379898,-66.37056732,Masterton,Nueva Zelanda,Wellington
27586,2016-02-09 16:15:00,Standard Class,2,4,Advance shipping,0,18.23755646,-66.37056732,Melbourne,Australia,Victoria
46791,2016-11-16 00:37:00,Standard Class,2,4,Advance shipping,0,18.24756241,-66.02526856,Bagdad,Irak,Bagdad
24176,2015-12-21 21:34:00,Standard Class,2,4,Advance shipping,0,18.22846603,-66.37055969,Guwahati,India,Assam
21193,2015-11-10 08:30:00,Standard Class,4,4,Shipping on time,0,18.20542717,-66.37052918,Asahikawa,Japón,Hokkaido
22044,2015-11-23 18:38:00,Standard Class,5,4,Late delivery,1,18.24555779,-66.37054443,Jinan,China,Shandong
30388,2016-03-23 13:55:00,Standard Class,4,4,Shipping on time,0,18.23933983,-66.37062073,Auckland,Nueva Zelanda,Auckland
43576,2016-09-30 02:15:00,Standard Class,2,4,Advance shipping,0,18.25927353,-66.37056732,Corum,Turquía,Corum
26039,2016-01-21 02:16:00,Standard Class,5,4,Late delivery,1,18.23695564,-66.37057495,Perth,Australia,Australia Occidental
28441,2016-02-22 03:47:00,Standard Class,2,4,Advance shipping,0,18.2504139,-66.37060547,Rawalpindi,Pakistán,Punyab
29181,2016-03-03 23:03:00,Standard Class,2,4,Advance shipping,0,18.23789597,-66.37060547,Huainan,China,Anhui
28827,2016-02-28 19:01:00,Standard Class,3,4,Advance shipping,0,18.29500771,-66.37055969,Newcastle,Australia,Nueva Gales del Sur
25060,2016-01-07 19:17:00,Standard Class,6,4,Late delivery,1,18.2042408,-66.37049866,Gujranwala,Pakistán,Punyab
21624,2015-11-17 15:30:00,Standard Class,5,4,Late delivery,1,18.26105499,-66.37055969,Luoyang,China,Fujian
23378,2015-12-12 06:00:00,Standard Class,4,4,Shipping on time,0,18.25730705,-66.37060547,Surabaya,Indonesia,Java Oriental
28249,2016-02-22 08:31:00,Standard Class,5,4,Late delivery,1,18.25616074,-66.37062073,Bangkok,Tailandia,Bangkok
22926,2015-12-03 15:38:00,Standard Class,2,4,Advance shipping,0,18.26807976,-66.3706131,Hangzhou,China,Zhejiang
29286,2016-03-05 11:50:00,Standard Class,2,4,Advance shipping,0,18.26743507,-66.37054443,Raipur,India,Rajastán
21872,2015-11-19 06:23:00,Standard Class,3,4,Advance shipping,0,18.28321648,-66.37050629,Adelaide,Australia,Australia del Sur
21624,2015-11-17 15:30:00,Standard Class,5,4,Late delivery,1,18.26105499,-66.37055969,Luoyang,China,Fujian
48334,2016-12-11 13:12:00,Standard Class,5,4,Late delivery,1,18.21850586,-66.37052918,Jeddah,Arabia Saudí,Meca
28866,2016-02-28 08:41:00,Standard Class,2,4,Advance shipping,0,18.29695511,-66.37055206,Huaiyin,China,Jiangsu
28827,2016-02-28 19:01:00,Standard Class,3,4,Advance shipping,0,18.29500771,-66.37055969,Newcastle,Australia,Nueva Gales del Sur
26054,2016-01-21 07:31:00,Standard Class,5,4,Late delivery,1,18.23536682,-66.37052918,Guangshui,China,Hubei
27856,2016-02-13 14:50:00,Standard Class,2,4,Advance shipping,0,18.22169304,-66.37058258,Baguio City,Filipinas,Cordillera
47439,2016-11-28 11:38:00,Standard Class,5,4,Late delivery,1,18.3589325,-66.07816315,Estambul,Turquía,Estambul
24770,2016-01-03 13:41:00,Standard Class,6,4,Late delivery,1,18.28118706,-66.3706131,Vientiane,Laos,Prefectura de Vientián
41903,2016-09-07 16:08:00,Standard Class,4,4,Shipping on time,0,18.24155998,-66.37051392,Riyadh,Arabia Saudí,Riad
26402,2016-01-24 09:26:00,Standard Class,3,4,Advance shipping,0,18.20485306,-66.37054443,Gwalior,India,Madhya Pradesh
28402,2016-02-22 14:08:00,Standard Class,3,4,Advance shipping,0,18.28236961,-66.37055206,Hanoi,Vietnam,Th? Dô Hà N?i
23948,2015-12-20 13:42:00,Standard Class,4,4,Shipping on time,0,18.21722221,-66.37056732,Raipur,India,Uttarakhand
26436,2016-01-23 21:21:00,Standard Class,2,4,Advance shipping,0,18.2913971,-66.37051392,Mumbai,India,Maharashtra
27286,2016-02-05 07:09:00,Standard Class,2,4,Advance shipping,0,18.28572655,-66.37052155,Nakhon Ratchasima,Tailandia,Nakhon Ratchasima
23688,2015-12-16 18:36:00,Standard Class,4,4,Shipping on time,0,18.22246552,-66.3706131,Yingcheng,China,Hubei
45380,2016-10-30 10:17:00,Standard Class,6,4,Late delivery,1,18.2541256,-66.37052918,Qarshi,Uzbekistán,Kashkadar
23688,2015-12-16 18:36:00,Standard Class,4,4,Shipping on time,0,18.22246552,-66.3706131,Yingcheng,China,Hubei
27530,2016-02-12 20:38:00,Standard Class,6,4,Late delivery,1,18.24755478,-66.02526856,Wollongong,Australia,Nueva Gales del Sur
49693,2016-12-30 09:19:00,Standard Class,4,4,Shipping on time,0,18.28007317,-66.37052918,Zahedan,Irán,Sistán y Baluchistán
30111,2016-03-17 12:52:00,Standard Class,2,4,Advance shipping,0,18.25534058,-66.37050629,Adelaide,Australia,Australia del Sur
48699,2016-12-16 21:04:00,Standard Class,5,4,Late delivery,1,18.29150581,-66.37056732,Izmir,Turquía,Izmir
28441,2016-02-22 03:47:00,Standard Class,2,4,Advance shipping,0,18.2504139,-66.37060547,Rawalpindi,Pakistán,Punyab
27750,2016-02-16 01:42:00,Standard Class,6,4,Late delivery,1,18.24874497,-66.37050629,Anjo,Japón,Aichi
22379,2015-11-28 16:00:00,Standard Class,5,4,Late delivery,1,18.28025818,-66.37058258,Rawalpindi,Pakistán,Punyab
31208,2016-04-04 13:12:00,Standard Class,4,4,Shipping on time,0,18.28837204,-66.37059021,Manukau City,Nueva Zelanda,Auckland
27689,2016-02-14 04:20:00,Standard Class,5,4,Late delivery,1,18.26732063,-66.37062073,Brisbane,Australia,Queensland
44514,2016-10-16 18:53:00,Standard Class,5,4,Late delivery,1,18.20489121,-66.37063599,Abadan,Irán,Juzestán
21837,2015-11-18 18:07:00,Standard Class,3,4,Advance shipping,0,18.23380089,-66.37055969,Canberra,Australia,Territorio de la Capital Australiana
22926,2015-12-03 15:38:00,Standard Class,2,4,Advance shipping,0,18.26807976,-66.3706131,Hangzhou,China,Zhejiang
25942,2016-01-17 16:17:00,Standard Class,3,4,Advance shipping,0,18.26136398,-66.37051392,Kendari,Indonesia,Célebes Suroriental
22134,2015-11-25 02:10:00,Standard Class,5,4,Late delivery,1,18.21221161,-66.37055206,Anshan,China,Liaoning
26827,2016-01-30 14:20:00,Standard Class,3,4,Advance shipping,0,18.24022293,-66.3705368,Kuala Terengganu,Malasia,Trengganu
48334,2016-12-11 13:12:00,Standard Class,5,4,Late delivery,1,18.21850586,-66.37052918,Jeddah,Arabia Saudí,Meca
21941,2015-11-19 06:33:00,Standard Class,2,4,Advance shipping,0,18.22924805,-66.37050629,Canberra,Australia,Territorio de la Capital Australiana
28847,2016-02-29 02:02:00,Standard Class,3,4,Advance shipping,0,18.22408485,-66.04698181,Nom Pen,Camboya,Nom Pen
43576,2016-09-30 02:15:00,Standard Class,2,4,Advance shipping,0,18.25927353,-66.37056732,Corum,Turquía,Corum
26577,2016-01-26 22:45:00,Standard Class,3,4,Advance shipping,0,18.26202202,-66.37059021,Caloundra,Australia,Queensland
29995,2016-03-19 20:14:00,Standard Class,6,4,Late delivery,1,18.24751091,-66.02523804,Visakhapatnam,India,Andhra Pradesh
21312,2015-11-11 02:11:00,Standard Class,3,4,Advance shipping,0,18.29150581,-66.37056732,Shanwei,China,Guangdong
20775,2015-11-06 06:03:00,Standard Class,6,4,Late delivery,1,18.26877403,-66.37057495,Caloocan,Filipinas,Capital Nacional
28017,2016-02-16 23:15:00,Standard Class,3,4,Advance shipping,0,37.30836105,-107.8625183,Kollam,India,Kerala
47562,2016-11-28 06:44:00,Standard Class,3,4,Advance shipping,0,18.28738594,-66.37055206,Al Muharraq,Baréin,Muharraq
29490,2016-03-12 11:18:00,Standard Class,6,4,Late delivery,1,18.23838806,-66.37052918,Zaozhuang,China,Shandong
23571,2015-12-13 01:37:00,Standard Class,2,4,Advance shipping,0,18.21581078,-66.3706131,Xichang,China,Sichuan
30924,2016-04-01 09:42:00,Standard Class,5,4,Shipping canceled,0,18.20596695,-66.37059021,Christchurch,Nueva Zelanda,Canterbury
20507,2015-10-30 08:09:00,Standard Class,3,4,Shipping canceled,0,18.23619652,-66.37049866,Dubbo,Australia,Nueva Gales del Sur
24650,2016-01-01 19:38:00,Standard Class,6,4,Shipping canceled,0,18.21486473,-66.37058258,Nellore,India,Andhra Pradesh
24650,2016-01-01 19:38:00,Standard Class,6,4,Shipping canceled,0,18.21486473,-66.37058258,Nellore,India,Andhra Pradesh
